augmented_filename,original_filename,target_class_id
lr_00006_top_left_aug_1239_0.jpg,lr_00006_top_left.jpg,0
lr_00006_top_left_aug_1444_0.jpg,lr_00006_top_left.jpg,0
lr_00006_top_left_aug_23_0.jpg,lr_00006_top_left.jpg,0
lr_00006_top_left_aug_524_0.jpg,lr_00006_top_left.jpg,0
lr_00006_top_left_aug_613_0.jpg,lr_00006_top_left.jpg,0
lr_00006_top_left_aug_750_0.jpg,lr_00006_top_left.jpg,0
lr_00006_top_left_aug_93_0.jpg,lr_00006_top_left.jpg,0
lr_00006_top_right_aug_1222_0.jpg,lr_00006_top_right.jpg,0
lr_00006_top_right_aug_1390_0.jpg,lr_00006_top_right.jpg,0
lr_00006_top_right_aug_444_0.jpg,lr_00006_top_right.jpg,0
lr_00007_top_left_aug_1041_0.jpg,lr_00007_top_left.jpg,0
lr_00007_top_left_aug_1052_0.jpg,lr_00007_top_left.jpg,0
lr_00007_top_left_aug_1272_0.jpg,lr_00007_top_left.jpg,0
lr_00007_top_left_aug_305_0.jpg,lr_00007_top_left.jpg,0
lr_00007_top_left_aug_34_0.jpg,lr_00007_top_left.jpg,0
lr_00007_top_left_aug_529_0.jpg,lr_00007_top_left.jpg,0
lr_00007_top_left_aug_532_0.jpg,lr_00007_top_left.jpg,0
lr_00007_top_left_aug_747_0.jpg,lr_00007_top_left.jpg,0
lr_00011_bottom_right_aug_1057_4.jpg,lr_00011_bottom_right.jpg,4
lr_00011_bottom_right_aug_1131_4.jpg,lr_00011_bottom_right.jpg,4
lr_00011_bottom_right_aug_1205_0.jpg,lr_00011_bottom_right.jpg,0
lr_00011_bottom_right_aug_1366_4.jpg,lr_00011_bottom_right.jpg,4
lr_00011_bottom_right_aug_1385_0.jpg,lr_00011_bottom_right.jpg,0
lr_00011_bottom_right_aug_140_0.jpg,lr_00011_bottom_right.jpg,0
lr_00011_bottom_right_aug_1421_4.jpg,lr_00011_bottom_right.jpg,4
lr_00011_bottom_right_aug_237_4.jpg,lr_00011_bottom_right.jpg,4
lr_00011_bottom_right_aug_266_4.jpg,lr_00011_bottom_right.jpg,4
lr_00011_bottom_right_aug_301_0.jpg,lr_00011_bottom_right.jpg,0
lr_00011_bottom_right_aug_363_4.jpg,lr_00011_bottom_right.jpg,4
lr_00011_bottom_right_aug_400_0.jpg,lr_00011_bottom_right.jpg,0
lr_00011_bottom_right_aug_777_4.jpg,lr_00011_bottom_right.jpg,4
lr_00011_bottom_right_aug_95_0.jpg,lr_00011_bottom_right.jpg,0
lr_00012_top_right_aug_1003_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_1076_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_1158_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_1231_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_1430_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_1472_0.jpg,lr_00012_top_right.jpg,0
lr_00012_top_right_aug_1544_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_239_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_243_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_259_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_27_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_353_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_547_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_581_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_609_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_710_4.jpg,lr_00012_top_right.jpg,4
lr_00012_top_right_aug_76_0.jpg,lr_00012_top_right.jpg,0
lr_00012_top_right_aug_82_0.jpg,lr_00012_top_right.jpg,0
lr_00012_top_right_aug_920_0.jpg,lr_00012_top_right.jpg,0
lr_00013_bottom_left_aug_1311_0.jpg,lr_00013_bottom_left.jpg,0
lr_00013_bottom_left_aug_1515_0.jpg,lr_00013_bottom_left.jpg,0
lr_00013_bottom_left_aug_890_0.jpg,lr_00013_bottom_left.jpg,0
lr_00013_bottom_left_aug_978_0.jpg,lr_00013_bottom_left.jpg,0
lr_00016_bottom_right_aug_1440_0.jpg,lr_00016_bottom_right.jpg,0
lr_00016_bottom_right_aug_1443_0.jpg,lr_00016_bottom_right.jpg,0
lr_00016_bottom_right_aug_1470_0.jpg,lr_00016_bottom_right.jpg,0
lr_00016_bottom_right_aug_162_0.jpg,lr_00016_bottom_right.jpg,0
lr_00016_bottom_right_aug_325_0.jpg,lr_00016_bottom_right.jpg,0
lr_00016_bottom_right_aug_327_0.jpg,lr_00016_bottom_right.jpg,0
lr_00016_bottom_right_aug_601_0.jpg,lr_00016_bottom_right.jpg,0
lr_00016_bottom_right_aug_870_0.jpg,lr_00016_bottom_right.jpg,0
lr_00017_bottom_right_aug_113_0.jpg,lr_00017_bottom_right.jpg,0
lr_00017_bottom_right_aug_126_0.jpg,lr_00017_bottom_right.jpg,0
lr_00017_bottom_right_aug_1288_0.jpg,lr_00017_bottom_right.jpg,0
lr_00017_bottom_right_aug_1438_0.jpg,lr_00017_bottom_right.jpg,0
lr_00017_bottom_right_aug_148_0.jpg,lr_00017_bottom_right.jpg,0
lr_00017_bottom_right_aug_352_0.jpg,lr_00017_bottom_right.jpg,0
lr_00017_bottom_right_aug_422_0.jpg,lr_00017_bottom_right.jpg,0
lr_00017_bottom_right_aug_581_0.jpg,lr_00017_bottom_right.jpg,0
lr_00017_bottom_right_aug_65_0.jpg,lr_00017_bottom_right.jpg,0
lr_00017_bottom_right_aug_67_0.jpg,lr_00017_bottom_right.jpg,0
lr_00017_bottom_right_aug_882_0.jpg,lr_00017_bottom_right.jpg,0
lr_00017_top_right_aug_1306_0.jpg,lr_00017_top_right.jpg,0
lr_00017_top_right_aug_144_0.jpg,lr_00017_top_right.jpg,0
lr_00017_top_right_aug_208_0.jpg,lr_00017_top_right.jpg,0
lr_00017_top_right_aug_573_0.jpg,lr_00017_top_right.jpg,0
lr_00017_top_right_aug_838_0.jpg,lr_00017_top_right.jpg,0
lr_00017_top_right_aug_855_0.jpg,lr_00017_top_right.jpg,0
lr_00017_top_right_aug_897_0.jpg,lr_00017_top_right.jpg,0
lr_00018_bottom_left_aug_1049_0.jpg,lr_00018_bottom_left.jpg,0
lr_00018_bottom_left_aug_1448_0.jpg,lr_00018_bottom_left.jpg,0
lr_00018_bottom_left_aug_380_0.jpg,lr_00018_bottom_left.jpg,0
lr_00019_bottom_right_aug_131_0.jpg,lr_00019_bottom_right.jpg,0
lr_00019_bottom_right_aug_1414_0.jpg,lr_00019_bottom_right.jpg,0
lr_00019_bottom_right_aug_321_0.jpg,lr_00019_bottom_right.jpg,0
lr_00019_bottom_right_aug_663_0.jpg,lr_00019_bottom_right.jpg,0
lr_00019_top_right_aug_1209_0.jpg,lr_00019_top_right.jpg,0
lr_00019_top_right_aug_1250_0.jpg,lr_00019_top_right.jpg,0
lr_00019_top_right_aug_1491_0.jpg,lr_00019_top_right.jpg,0
lr_00019_top_right_aug_283_0.jpg,lr_00019_top_right.jpg,0
lr_00019_top_right_aug_317_0.jpg,lr_00019_top_right.jpg,0
lr_00019_top_right_aug_36_0.jpg,lr_00019_top_right.jpg,0
lr_00019_top_right_aug_792_0.jpg,lr_00019_top_right.jpg,0
lr_00020_bottom_right_aug_1120_0.jpg,lr_00020_bottom_right.jpg,0
lr_00020_bottom_right_aug_1494_0.jpg,lr_00020_bottom_right.jpg,0
lr_00020_bottom_right_aug_259_0.jpg,lr_00020_bottom_right.jpg,0
lr_00020_bottom_right_aug_491_0.jpg,lr_00020_bottom_right.jpg,0
lr_00022_top_right_aug_1192_0.jpg,lr_00022_top_right.jpg,0
lr_00022_top_right_aug_1228_0.jpg,lr_00022_top_right.jpg,0
lr_00023_bottom_right_aug_1281_0.jpg,lr_00023_bottom_right.jpg,0
lr_00023_bottom_right_aug_1508_0.jpg,lr_00023_bottom_right.jpg,0
lr_00023_bottom_right_aug_355_0.jpg,lr_00023_bottom_right.jpg,0
lr_00023_bottom_right_aug_385_0.jpg,lr_00023_bottom_right.jpg,0
lr_00023_bottom_right_aug_597_0.jpg,lr_00023_bottom_right.jpg,0
lr_00024_top_left_aug_337_0.jpg,lr_00024_top_left.jpg,0
lr_00024_top_left_aug_659_0.jpg,lr_00024_top_left.jpg,0
lr_00024_top_left_aug_817_0.jpg,lr_00024_top_left.jpg,0
lr_00024_top_left_aug_930_0.jpg,lr_00024_top_left.jpg,0
lr_00025_bottom_right_aug_1381_0.jpg,lr_00025_bottom_right.jpg,0
lr_00025_bottom_right_aug_830_0.jpg,lr_00025_bottom_right.jpg,0
lr_00025_bottom_right_aug_900_0.jpg,lr_00025_bottom_right.jpg,0
lr_00025_bottom_right_aug_939_0.jpg,lr_00025_bottom_right.jpg,0
lr_00025_top_left_aug_1273_0.jpg,lr_00025_top_left.jpg,0
lr_00025_top_left_aug_1372_0.jpg,lr_00025_top_left.jpg,0
lr_00025_top_left_aug_641_0.jpg,lr_00025_top_left.jpg,0
lr_00025_top_left_aug_673_0.jpg,lr_00025_top_left.jpg,0
lr_00030_bottom_right_aug_1090_0.jpg,lr_00030_bottom_right.jpg,0
lr_00030_bottom_right_aug_1350_0.jpg,lr_00030_bottom_right.jpg,0
lr_00030_bottom_right_aug_338_0.jpg,lr_00030_bottom_right.jpg,0
lr_00030_bottom_right_aug_368_0.jpg,lr_00030_bottom_right.jpg,0
lr_00030_bottom_right_aug_58_0.jpg,lr_00030_bottom_right.jpg,0
lr_00030_top_right_aug_1201_0.jpg,lr_00030_top_right.jpg,0
lr_00030_top_right_aug_1248_0.jpg,lr_00030_top_right.jpg,0
lr_00030_top_right_aug_49_0.jpg,lr_00030_top_right.jpg,0
lr_00032_bottom_left_aug_1055_0.jpg,lr_00032_bottom_left.jpg,0
lr_00032_bottom_left_aug_1230_0.jpg,lr_00032_bottom_left.jpg,0
lr_00032_bottom_left_aug_16_0.jpg,lr_00032_bottom_left.jpg,0
lr_00032_bottom_left_aug_280_0.jpg,lr_00032_bottom_left.jpg,0
lr_00032_bottom_left_aug_398_0.jpg,lr_00032_bottom_left.jpg,0
lr_00032_bottom_left_aug_513_0.jpg,lr_00032_bottom_left.jpg,0
lr_00032_bottom_left_aug_517_0.jpg,lr_00032_bottom_left.jpg,0
lr_00032_bottom_left_aug_64_0.jpg,lr_00032_bottom_left.jpg,0
lr_00032_bottom_left_aug_690_0.jpg,lr_00032_bottom_left.jpg,0
lr_00032_bottom_left_aug_881_0.jpg,lr_00032_bottom_left.jpg,0
lr_00032_bottom_left_aug_911_0.jpg,lr_00032_bottom_left.jpg,0
lr_00033_top_right_aug_128_0.jpg,lr_00033_top_right.jpg,0
lr_00033_top_right_aug_142_0.jpg,lr_00033_top_right.jpg,0
lr_00033_top_right_aug_201_0.jpg,lr_00033_top_right.jpg,0
lr_00033_top_right_aug_244_0.jpg,lr_00033_top_right.jpg,0
lr_00033_top_right_aug_292_0.jpg,lr_00033_top_right.jpg,0
lr_00033_top_right_aug_59_0.jpg,lr_00033_top_right.jpg,0
lr_00033_top_right_aug_818_0.jpg,lr_00033_top_right.jpg,0
lr_00033_top_right_aug_822_0.jpg,lr_00033_top_right.jpg,0
lr_00033_top_right_aug_894_0.jpg,lr_00033_top_right.jpg,0
lr_00034_bottom_right_aug_1299_0.jpg,lr_00034_bottom_right.jpg,0
lr_00034_bottom_right_aug_155_0.jpg,lr_00034_bottom_right.jpg,0
lr_00034_bottom_right_aug_339_0.jpg,lr_00034_bottom_right.jpg,0
lr_00034_bottom_right_aug_50_0.jpg,lr_00034_bottom_right.jpg,0
lr_00034_bottom_right_aug_970_0.jpg,lr_00034_bottom_right.jpg,0
lr_00034_top_right_aug_1518_0.jpg,lr_00034_top_right.jpg,0
lr_00034_top_right_aug_304_0.jpg,lr_00034_top_right.jpg,0
lr_00034_top_right_aug_525_0.jpg,lr_00034_top_right.jpg,0
lr_00034_top_right_aug_636_0.jpg,lr_00034_top_right.jpg,0
lr_00034_top_right_aug_702_0.jpg,lr_00034_top_right.jpg,0
lr_00034_top_right_aug_936_0.jpg,lr_00034_top_right.jpg,0
lr_00034_top_right_aug_940_0.jpg,lr_00034_top_right.jpg,0
lr_00035_bottom_right_aug_1106_0.jpg,lr_00035_bottom_right.jpg,0
lr_00035_bottom_right_aug_1208_0.jpg,lr_00035_bottom_right.jpg,0
lr_00035_bottom_right_aug_449_0.jpg,lr_00035_bottom_right.jpg,0
lr_00035_bottom_right_aug_791_0.jpg,lr_00035_bottom_right.jpg,0
lr_00035_bottom_right_aug_819_0.jpg,lr_00035_bottom_right.jpg,0
lr_00035_top_left_aug_101_0.jpg,lr_00035_top_left.jpg,0
lr_00035_top_left_aug_1051_0.jpg,lr_00035_top_left.jpg,0
lr_00035_top_left_aug_1122_0.jpg,lr_00035_top_left.jpg,0
lr_00035_top_left_aug_1200_0.jpg,lr_00035_top_left.jpg,0
lr_00035_top_left_aug_331_0.jpg,lr_00035_top_left.jpg,0
lr_00035_top_left_aug_55_0.jpg,lr_00035_top_left.jpg,0
lr_00035_top_left_aug_785_0.jpg,lr_00035_top_left.jpg,0
lr_00035_top_right_aug_1118_0.jpg,lr_00035_top_right.jpg,0
lr_00035_top_right_aug_1324_0.jpg,lr_00035_top_right.jpg,0
lr_00035_top_right_aug_760_0.jpg,lr_00035_top_right.jpg,0
lr_00035_top_right_aug_801_0.jpg,lr_00035_top_right.jpg,0
lr_00035_top_right_aug_923_0.jpg,lr_00035_top_right.jpg,0
lr_00037_top_left_aug_612_0.jpg,lr_00037_top_left.jpg,0
lr_00037_top_left_aug_782_0.jpg,lr_00037_top_left.jpg,0
lr_00037_top_right_aug_40_0.jpg,lr_00037_top_right.jpg,0
lr_00037_top_right_aug_486_0.jpg,lr_00037_top_right.jpg,0
lr_00037_top_right_aug_545_0.jpg,lr_00037_top_right.jpg,0
lr_00037_top_right_aug_858_0.jpg,lr_00037_top_right.jpg,0
lr_00038_bottom_left_aug_1352_0.jpg,lr_00038_bottom_left.jpg,0
lr_00038_bottom_left_aug_1369_0.jpg,lr_00038_bottom_left.jpg,0
lr_00038_bottom_left_aug_176_0.jpg,lr_00038_bottom_left.jpg,0
lr_00038_bottom_left_aug_216_0.jpg,lr_00038_bottom_left.jpg,0
lr_00038_bottom_left_aug_708_0.jpg,lr_00038_bottom_left.jpg,0
lr_00041_bottom_right_aug_1078_0.jpg,lr_00041_bottom_right.jpg,0
lr_00041_bottom_right_aug_1173_0.jpg,lr_00041_bottom_right.jpg,0
lr_00041_bottom_right_aug_1198_0.jpg,lr_00041_bottom_right.jpg,0
lr_00041_bottom_right_aug_1321_0.jpg,lr_00041_bottom_right.jpg,0
lr_00041_bottom_right_aug_202_0.jpg,lr_00041_bottom_right.jpg,0
lr_00041_bottom_right_aug_600_0.jpg,lr_00041_bottom_right.jpg,0
lr_00041_bottom_right_aug_788_0.jpg,lr_00041_bottom_right.jpg,0
lr_00041_bottom_right_aug_896_0.jpg,lr_00041_bottom_right.jpg,0
lr_00041_bottom_right_aug_961_0.jpg,lr_00041_bottom_right.jpg,0
lr_00044_top_left_aug_1263_0.jpg,lr_00044_top_left.jpg,0
lr_00044_top_left_aug_1353_0.jpg,lr_00044_top_left.jpg,0
lr_00044_top_left_aug_1415_0.jpg,lr_00044_top_left.jpg,0
lr_00044_top_left_aug_184_0.jpg,lr_00044_top_left.jpg,0
lr_00044_top_left_aug_273_0.jpg,lr_00044_top_left.jpg,0
lr_00044_top_left_aug_487_0.jpg,lr_00044_top_left.jpg,0
lr_00045_bottom_left_aug_1102_0.jpg,lr_00045_bottom_left.jpg,0
lr_00045_bottom_left_aug_136_0.jpg,lr_00045_bottom_left.jpg,0
lr_00045_bottom_left_aug_229_0.jpg,lr_00045_bottom_left.jpg,0
lr_00045_bottom_left_aug_3_0.jpg,lr_00045_bottom_left.jpg,0
lr_00045_top_left_aug_1027_0.jpg,lr_00045_top_left.jpg,0
lr_00045_top_left_aug_604_0.jpg,lr_00045_top_left.jpg,0
lr_00045_top_left_aug_75_0.jpg,lr_00045_top_left.jpg,0
lr_00045_top_left_aug_800_0.jpg,lr_00045_top_left.jpg,0
lr_00045_top_left_aug_998_0.jpg,lr_00045_top_left.jpg,0
lr_00045_top_right_aug_1117_0.jpg,lr_00045_top_right.jpg,0
lr_00045_top_right_aug_1462_0.jpg,lr_00045_top_right.jpg,0
lr_00045_top_right_aug_226_0.jpg,lr_00045_top_right.jpg,0
lr_00045_top_right_aug_417_0.jpg,lr_00045_top_right.jpg,0
lr_00055_top_left_aug_110_0.jpg,lr_00055_top_left.jpg,0
lr_00055_top_left_aug_1416_0.jpg,lr_00055_top_left.jpg,0
lr_00055_top_left_aug_1435_0.jpg,lr_00055_top_left.jpg,0
lr_00055_top_left_aug_437_0.jpg,lr_00055_top_left.jpg,0
lr_00055_top_left_aug_700_0.jpg,lr_00055_top_left.jpg,0
lr_00056_bottom_left_aug_549_0.jpg,lr_00056_bottom_left.jpg,0
lr_00056_bottom_left_aug_765_0.jpg,lr_00056_bottom_left.jpg,0
lr_00056_top_right_aug_1303_3.jpg,lr_00056_top_right.jpg,3
lr_00056_top_right_aug_1427_3.jpg,lr_00056_top_right.jpg,3
lr_00056_top_right_aug_1444_3.jpg,lr_00056_top_right.jpg,3
lr_00056_top_right_aug_1517_3.jpg,lr_00056_top_right.jpg,3
lr_00056_top_right_aug_1574_3.jpg,lr_00056_top_right.jpg,3
lr_00056_top_right_aug_200_3.jpg,lr_00056_top_right.jpg,3
lr_00056_top_right_aug_257_3.jpg,lr_00056_top_right.jpg,3
lr_00056_top_right_aug_311_3.jpg,lr_00056_top_right.jpg,3
lr_00056_top_right_aug_355_3.jpg,lr_00056_top_right.jpg,3
lr_00056_top_right_aug_540_3.jpg,lr_00056_top_right.jpg,3
lr_00056_top_right_aug_878_3.jpg,lr_00056_top_right.jpg,3
lr_00057_bottom_left_aug_1182_0.jpg,lr_00057_bottom_left.jpg,0
lr_00057_bottom_left_aug_238_0.jpg,lr_00057_bottom_left.jpg,0
lr_00057_bottom_left_aug_473_0.jpg,lr_00057_bottom_left.jpg,0
lr_00057_bottom_right_aug_109_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_1194_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_1247_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_1254_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_1262_0.jpg,lr_00057_bottom_right.jpg,0
lr_00057_bottom_right_aug_1341_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_1412_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_143_0.jpg,lr_00057_bottom_right.jpg,0
lr_00057_bottom_right_aug_1478_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_1510_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_1623_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_1650_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_176_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_25_0.jpg,lr_00057_bottom_right.jpg,0
lr_00057_bottom_right_aug_328_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_403_0.jpg,lr_00057_bottom_right.jpg,0
lr_00057_bottom_right_aug_428_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_453_0.jpg,lr_00057_bottom_right.jpg,0
lr_00057_bottom_right_aug_548_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_566_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_594_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_630_0.jpg,lr_00057_bottom_right.jpg,0
lr_00057_bottom_right_aug_666_0.jpg,lr_00057_bottom_right.jpg,0
lr_00057_bottom_right_aug_691_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_80_0.jpg,lr_00057_bottom_right.jpg,0
lr_00057_bottom_right_aug_813_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_847_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_872_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_874_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_bottom_right_aug_911_3.jpg,lr_00057_bottom_right.jpg,3
lr_00057_top_left_aug_1010_0.jpg,lr_00057_top_left.jpg,0
lr_00057_top_left_aug_1042_0.jpg,lr_00057_top_left.jpg,0
lr_00057_top_left_aug_1314_0.jpg,lr_00057_top_left.jpg,0
lr_00057_top_left_aug_293_0.jpg,lr_00057_top_left.jpg,0
lr_00057_top_left_aug_662_0.jpg,lr_00057_top_left.jpg,0
lr_00057_top_left_aug_703_0.jpg,lr_00057_top_left.jpg,0
lr_00057_top_right_aug_1001_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_1300_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_1408_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_1487_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_160_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_1673_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_169_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_249_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_305_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_481_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_534_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_744_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_811_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_880_3.jpg,lr_00057_top_right.jpg,3
lr_00057_top_right_aug_901_3.jpg,lr_00057_top_right.jpg,3
lr_00063_top_left_aug_249_0.jpg,lr_00063_top_left.jpg,0
lr_00063_top_left_aug_299_0.jpg,lr_00063_top_left.jpg,0
lr_00063_top_left_aug_360_0.jpg,lr_00063_top_left.jpg,0
lr_00063_top_left_aug_386_0.jpg,lr_00063_top_left.jpg,0
lr_00063_top_left_aug_478_0.jpg,lr_00063_top_left.jpg,0
lr_00063_top_left_aug_546_0.jpg,lr_00063_top_left.jpg,0
lr_00064_bottom_left_aug_618_0.jpg,lr_00064_bottom_left.jpg,0
lr_00064_bottom_left_aug_682_0.jpg,lr_00064_bottom_left.jpg,0
lr_00064_bottom_left_aug_714_0.jpg,lr_00064_bottom_left.jpg,0
lr_00064_bottom_left_aug_773_0.jpg,lr_00064_bottom_left.jpg,0
lr_00064_bottom_left_aug_7_0.jpg,lr_00064_bottom_left.jpg,0
lr_00064_bottom_right_aug_1008_0.jpg,lr_00064_bottom_right.jpg,0
lr_00064_bottom_right_aug_1336_0.jpg,lr_00064_bottom_right.jpg,0
lr_00064_bottom_right_aug_1_0.jpg,lr_00064_bottom_right.jpg,0
lr_00067_bottom_left_aug_170_0.jpg,lr_00067_bottom_left.jpg,0
lr_00067_bottom_left_aug_409_0.jpg,lr_00067_bottom_left.jpg,0
lr_00067_bottom_left_aug_798_0.jpg,lr_00067_bottom_left.jpg,0
lr_00067_bottom_left_aug_865_0.jpg,lr_00067_bottom_left.jpg,0
lr_00067_bottom_left_aug_934_0.jpg,lr_00067_bottom_left.jpg,0
lr_00067_bottom_right_aug_1125_0.jpg,lr_00067_bottom_right.jpg,0
lr_00067_bottom_right_aug_52_0.jpg,lr_00067_bottom_right.jpg,0
